CLIENT_ECI,note_id,date,author_banker_id,channel,text,client_reaction,topic,linked_REQUEST_ID
7000914790,N0824,2026-06-08,BKR1361,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before Morgan Stanley deepens the relationship.,NEGATIVE,RETENTION,
7000914790,N0822,2026-06-06,BKR1361,CALL,Morgan Stanley is showing 4.85% on a comparable SWEEP; very rate-sensitive and benchmarks to 3-month T-bills. Held them with an exception at 4.65% on ~$0.5mm.,NEUTRAL,RATE_NEGOTIATION,FD70986D1A8ADCEDC818F7A19ED7563A
7000914790,N0820,2026-05-26,BKR1361,MEETING,Ruth is a retired litigator with a capital-preservation focus. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7000914790,N0821,2026-05-10,BKR1361,EMAIL,"When we reach out, reference: avid sailor who races out of Newport each summer. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7000914790,N0823,2026-03-07,BKR1361,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
1970984708,N0832,2026-07-23,BKR0533,EMAIL,"When we reach out, reference: very private — discretion matters to them. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
1970984708,N0831,2026-06-21,BKR0533,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before Morgan Stanley deepens the relationship.,NEGATIVE,RETENTION,
1970984708,N0833,2026-06-04,BKR0533,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
1970984708,N0830,2026-04-06,BKR0533,MEETING,Alicia is a PE partner with lumpy carry distributions. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7589159283,N0841,2026-07-14,BKR1038,EMAIL,Their TD (~$0.4mm) matures 2026-08-12; wants laddered maturities to manage liquidity. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
7589159283,N0842,2026-06-30,BKR1038,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
7589159283,N0840,2026-03-16,BKR1038,MEETING,Aisha is a medical-practice group pooling partner deposits. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1587135849,N0850,2026-04-22,BKR0142,MEETING,Samuel is a retired architect with a capital-preservation focus. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1587135849,N0851,2026-03-08,BKR0142,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
6303672818,N0860,2026-07-22,BKR0421,TEAMS,At risk — is consolidating away from UBS and open to moving more to us. Get ahead of it before UBS deepens the relationship.,NEGATIVE,RETENTION,
6303672818,N0863,2026-07-18,BKR0421,EMAIL,Their CD (~$1.3mm) matures 2026-08-15; is consolidating away from UBS and open to moving more to us. Wants to talk renewal — hates rate-only pitches — lead with the relationship.,NEUTRAL,MATURITY_PLANNING,
6303672818,N0862,2026-06-02,BKR0421,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
6303672818,N0861,2026-04-15,BKR0421,MEETING,Nina is a third-generation real estate family with frequent liquidity events when they sell buildings. Personal: planning a second home in Napa. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
3110133536,N0874,2026-07-26,BKR0207,EMAIL,Their CD (~$1.7mm) matures 2026-08-30; is focused on tax-efficiency around year-end. Wants to talk renewal — likes an in-person quarterly review.,NEUTRAL,MATURITY_PLANNING,
3110133536,N0872,2026-07-02,BKR0207,TEAMS,At risk — is focused on tax-efficiency around year-end. Get ahead of it before UBS deepens the relationship.,NO_RESPONSE,RETENTION,
3110133536,N0870,2026-05-23,BKR0207,EMAIL,"When we reach out, reference: just became a grandparent. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
3110133536,N0871,2026-05-09,BKR0207,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
3110133536,N0873,2026-03-21,BKR0207,MEETING,Nina is a third-generation real estate family with frequent liquidity events when they sell buildings. Personal: just became a grandparent. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1147767813,N0880,2026-07-29,BKR0927,EMAIL,Their CD (~$1.8mm) matures 2026-08-12; wants laddered maturities to manage liquidity. Wants to talk renewal — likes an in-person quarterly review.,NEUTRAL,MATURITY_PLANNING,
1147767813,N0883,2026-07-24,BKR0927,TEAMS,At risk — wants laddered maturities to manage liquidity. Get ahead of it before Goldman Sachs deepens the relationship.,NO_RESPONSE,RETENTION,
1147767813,N0885,2026-07-04,BKR0927,EMAIL,"When we reach out, reference: big Lakers fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
1147767813,N0882,2026-06-13,BKR0927,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
1147767813,N0884,2026-06-09,BKR0927,CALL,Goldman Sachs is showing 4.77% on a comparable CD; wants laddered maturities to manage liquidity. Held them with an exception at 4.49% on ~$1.8mm.,NEUTRAL,RATE_NEGOTIATION,E12AB143C2A9DC0582D368971BF6D858
1147767813,N0881,2026-02-16,BKR0927,MEETING,Liam is a medical-practice group pooling partner deposits. Personal: big Lakers fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9043649694,N0892,2026-07-19,BKR1361,CALL,$48.3mm landed from IPO Underwriter on 2026-07-18 (ipo proceeds). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
9043649694,N0891,2026-05-30,BKR1361,CALL,Chase is showing 4.66% on a comparable TD; worried about FDIC coverage across entities. Held them with an exception at 4.83% on ~$0.2mm.,NEGATIVE,RATE_NEGOTIATION,DD60742D0A75F2B0C65EB75F6A49206E
9043649694,N0890,2026-05-15,BKR1361,MEETING,Yuki is a tech founder who recently took Halcyon Semantics public. Personal: big Lakers fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9043649694,N0894,2026-04-27,BKR1361,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
9043649694,N0893,2026-04-12,BKR1361,EMAIL,"When we reach out, reference: big Lakers fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
9499016131,N0904,2026-07-16,BKR1472,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before First Republic deepens the relationship.,NEGATIVE,RETENTION,
9499016131,N0900,2026-07-15,BKR1472,CALL,$24.1mm landed from First Republic on 2026-07-14 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
9499016131,N0903,2026-06-03,BKR1472,CALL,First Republic is showing 4.65% on a comparable ND; very rate-sensitive and benchmarks to 3-month T-bills. Held them with an exception at 4.08% on ~$8.0mm.,NEGATIVE,RATE_NEGOTIATION,2A79674836BFE076B1C3A2821E778577
9499016131,N0905,2026-05-24,BKR1472,EMAIL,"When we reach out, reference: daughter Maya starts at UPenn this fall. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
9499016131,N0902,2026-03-17,BKR1472,MEETING,Diego is a owner of a regional auto-dealership business with seasonal cash flows. Personal: daughter Maya starts at UPenn this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9499016131,N0901,2026-03-08,BKR1472,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
0435681142,N0913,2026-07-27,BKR0142,EMAIL,Their CD (~$5.0mm) matures 2026-08-18; worried about FDIC coverage across entities. Wants to talk renewal — hates rate-only pitches — lead with the relationship.,NEUTRAL,MATURITY_PLANNING,
0435681142,N0912,2026-07-03,BKR0142,CALL,Chase is showing 4.44% on a comparable CD; worried about FDIC coverage across entities. Held them with an exception at 4.64% on ~$5.0mm.,NEUTRAL,RATE_NEGOTIATION,EBA688043DDCF11B0D1AF9A222352E62
0435681142,N0911,2026-06-13,BKR0142,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
0435681142,N0910,2026-04-01,BKR0142,MEETING,Kenji is a PE partner with lumpy carry distributions. Personal: daughter Omar starts at Georgetown this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
6347871271,N0920,2026-07-28,BKR0644,EMAIL,Their TD (~$7.7mm) matures 2026-08-17; worried about FDIC coverage across entities. Wants to talk renewal — responds best mid-morning; avoid Monday outreach.,NEUTRAL,MATURITY_PLANNING,
6347871271,N0922,2026-04-11,BKR0644,MEETING,Sofia is a tech founder who recently took Riverstone Foods public. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
6347871271,N0921,2026-04-10,BKR0644,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
2725717916,N0933,2026-07-28,BKR0318,EMAIL,Their TD (~$1.8mm) matures 2026-08-24; is consolidating away from Chase and open to moving more to us. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
2725717916,N0932,2026-07-15,BKR0318,EMAIL,"When we reach out, reference: big Warriors fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
2725717916,N0931,2026-04-23,BKR0318,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
2725717916,N0930,2026-04-06,BKR0318,MEETING,Grace is a retired litigator with a capital-preservation focus. Personal: big Warriors fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7538395895,N0941,2026-07-23,BKR0142,EMAIL,"When we reach out, reference: big Lakers fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7538395895,N0943,2026-07-01,BKR0142,CALL,Chase is showing 4.15% on a comparable SWEEP; has hinted at moving funds to Chase for a better rate. Held them with an exception at 4.15% on ~$0.5mm.,NEGATIVE,RATE_NEGOTIATION,8A0393F7E93E42A81C83ED5F9732B7FD
7538395895,N0940,2026-05-13,BKR0142,NOTE,"Engagement preference — routes everything through their family-office analyst, Sofia.",NEUTRAL,RELATIONSHIP,
7538395895,N0942,2026-05-07,BKR0142,MEETING,Rosa is a tech founder who recently took Vantawave public. Personal: big Lakers fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9713035388,N0952,2026-07-20,BKR0705,CALL,$23.0mm landed from IPO Underwriter on 2026-07-19 (ipo proceeds). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
9713035388,N0953,2026-06-05,BKR0705,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
9713035388,N0950,2026-05-14,BKR0705,CALL,Goldman Sachs is showing 3.96% on a comparable CD; worried about FDIC coverage across entities. Held them with an exception at 4.44% on ~$0.5mm.,NEGATIVE,RATE_NEGOTIATION,7B7E81EEFD250E1BF42B2880FD4C6E99
9713035388,N0951,2026-02-13,BKR0705,MEETING,Caleb is a hedge-fund principal who benchmarks everything to T-bills. Personal: daughter Maya starts at Stanford this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
4040292979,N0961,2026-07-01,BKR1583,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
4040292979,N0960,2026-04-20,BKR1583,MEETING,Marcus is a hedge-fund principal who benchmarks everything to T-bills. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9541558213,N0971,2026-06-08,BKR0207,CALL,HSBC is showing 4.04% on a comparable ND; very rate-sensitive and benchmarks to 3-month T-bills. Held them with an exception at 4.15% on ~$0.3mm.,NEUTRAL,RATE_NEGOTIATION,78D968D0DDC86F80C1E472335F25A58C
9541558213,N0973,2026-06-03,BKR0207,EMAIL,"When we reach out, reference: recently sold a stake in the family business. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
9541558213,N0972,2026-05-17,BKR0207,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
9541558213,N0970,2026-03-06,BKR0207,MEETING,Marcus is a hedge-fund principal who benchmarks everything to T-bills. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
5745812985,N0982,2026-06-22,BKR0644,TEAMS,At risk — wants laddered maturities to manage liquidity. Get ahead of it before Bank of America deepens the relationship.,NO_RESPONSE,RETENTION,
5745812985,N0980,2026-05-15,BKR0644,MEETING,Isaac is a tech founder who recently took Northwind Robotics public. Personal: big Yankees fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
5745812985,N0983,2026-05-15,BKR0644,EMAIL,"When we reach out, reference: big Yankees fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
5745812985,N0981,2026-03-30,BKR0644,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
3245593050,N0993,2026-07-20,BKR0207,EMAIL,Their CD (~$0.4mm) matures 2026-08-04; very rate-sensitive and benchmarks to 3-month T-bills. Wants to talk renewal — likes an in-person quarterly review.,NEUTRAL,MATURITY_PLANNING,
3245593050,N0991,2026-06-17,BKR0207,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before Citi deepens the relationship.,NO_RESPONSE,RETENTION,
3245593050,N0990,2026-05-10,BKR0207,MEETING,Elena is a PE partner with lumpy carry distributions. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
3245593050,N0992,2026-03-16,BKR0207,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
